0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
61.779083;0
141.54448;0
141.54448;0
0.0;0
0.0;0
139.19844;0
0.0;0
0.0;0
130.59628;0
0.0;0
0.0;0
124.34018;0
0.0;0
0.0;0
98.92473;0
0.0;0
0.0;0
79.765396;0
0.0;0
44.57478;0
44.57478;0
0.0;0
0.0;0
10.557185;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
17.986315;0
0.0;0
57.478004;0
57.478004;0
0.0;0
100.488754;0
100.488754;0
0.0;0
132.94234;0
132.94234;0
0.0;0
0.0;0
150.14662;0
0.0;0
0.0;0
151.31964;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
144.67253;0
0.0;0
0.0;0
139.58945;0
0.0;0
0.0;0
138.02542;0
0.0;0
130.20528;0
130.20528;0
0.0;0
0.0;0
119.257095;0
0.0;0
93.05963;0
93.05963;0
0.0;0
0.0;0
63.734116;0
0.0;0
0.0;0
30.107529;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
25.024437;0
25.024437;0
0.0;0
68.4262;0
68.4262;0
0.0;0
113.39198;0
113.39198;0
0.0;0
143.49951;0
0.0;0
0.0;0
150.53763;0
150.53763;0
0.0;0
150.14662;0
150.14662;0
0.0;0
145.84555;0
145.84555;0
0.0;0
143.89052;0
143.89052;0
0.0;0
138.02542;0
138.02542;0
0.0;0
136.07039;0
136.07039;0
0.0;0
126.68622;0
126.68622;0
0.0;0
116.12903;0
116.12903;0
0.0;0
80.1564;0
80.1564;0
